,RUT_ENMASCARADO,PERS_SEXO,EDAD,COD_NACIONLD,CODUA,ANNIO_INGRESO,RAMA_EDUCACIONAL,REGION_ESTAB_EDUC,PROVINCIA_ESTAB_EDUC,COMUNA_ESTAB_EDUC,BEA,DIR_REGION,DIR_PROVINCIA,DIR_COMUNA,DIR_CIUDAD,GRUPO_DEPENDENCIA,ANNIO_EGRESO_E_MEDIA,PROM_NOTAS_E_MEDIA,PUNTAJE_NEM,PUNTAJE_RANKING,PTJE_LENGUAJE,PTJE_MATEMATICA,PTJE_HIST_CS_SOCIALES,PTJE_CIENCIAS,PROM_LENG_Y_MAT,PTJE_PONDERADO,LUGAR_LISTA,SITUACION_EGRESO_EDUCACIONAL,INGRESO_BRUTO_FAMILIAR,PROMEDIO_PRIMER_ANNIO,PROMEDIO_ALUMNO_EN_CARRERA,CANT_RAMOS_INSCRITOS_CARRERA,CANT_RAMOS_APROBADOS_CARRERA,CANT_RAMOS_PLAN_CARRERA,PORCENTAJE_AVANCE_CARRERA,CANT_RAMOS_OP2,CANT_RAMOS_OP3,CANT_RAMOS_OP4,DESERTA
0,14792234,F,22.0,1.0,3353,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2017.0,6.28,678.0,770.0,530.0,429.0,382.0,443.0,479.5,616.0,0.0,1.0,2.0,4.73,5.44,48,46,56,82.14,2,0,0,0
1,14792234,F,22.0,1.0,3353,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2017.0,6.28,678.0,770.0,530.0,429.0,382.0,443.0,479.5,616.0,0.0,1.0,2.0,4.73,5.44,48,46,56,82.14,2,0,0,0
2,14792234,F,22.0,1.0,3353,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2017.0,6.28,678.0,770.0,530.0,429.0,382.0,443.0,479.5,616.0,0.0,1.0,2.0,4.73,5.44,48,46,56,82.14,2,0,0,0
3,14792234,F,22.0,1.0,3353,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2017.0,6.28,678.0,770.0,530.0,429.0,382.0,443.0,479.5,616.0,0.0,1.0,2.0,4.73,5.44,48,46,56,82.14,2,0,0,0
4,15256444,F,21.0,1.0,3353,2019,T3,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,,,,,3.0,2018.0,5.6,545.0,589.0,422.0,482.0,465.0,,452.0,514.0,53.0,1.0,2.0,4.84,5.06,36,32,56,57.14,1,0,0,0
5,15256444,F,21.0,1.0,3353,2019,T3,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,,,,,3.0,2018.0,5.6,545.0,589.0,422.0,482.0,465.0,,452.0,514.0,53.0,1.0,2.0,4.84,5.06,36,32,56,57.14,1,0,0,0
6,15256444,F,21.0,1.0,3353,2019,T3,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,,,,,3.0,2018.0,5.6,545.0,589.0,422.0,482.0,465.0,,452.0,514.0,53.0,1.0,2.0,4.84,5.06,36,32,56,57.14,1,0,0,0
7,15734102,F,38.0,1.0,3353,2018,,,,,,,,,,,,,,,,,,,,,,,,5.27,5.67,48,47,56,83.93,1,0,0,0
8,15734102,F,38.0,1.0,3353,2018,,,,,,,,,,,,,,,,,,,,,,,,5.27,5.67,48,47,56,83.93,1,0,0,0
9,15734102,F,38.0,1.0,3353,2018,,,,,,,,,,,,,,,,,,,,,,,,5.27,5.67,48,47,56,83.93,1,0,0,0
10,15734102,F,38.0,1.0,3353,2018,,,,,,,,,,,,,,,,,,,,,,,,5.27,5.67,48,47,56,83.93,1,0,0,0
11,15950623,F,38.0,1.0,4111,2017,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.58,8,5,56,8.93,2,0,0,1
12,15950623,F,38.0,1.0,4111,2017,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.58,8,5,56,8.93,2,0,0,1
13,15950623,F,38.0,1.0,4111,2017,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.58,8,5,56,8.93,2,0,0,1
14,15950623,F,38.0,1.0,4111,2017,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.58,8,5,56,8.93,2,0,0,1
15,15950623,F,38.0,1.0,4111,2017,,,,,,,,,,,,,,,,,,,,,,,,4.58,4.58,8,5,56,8.93,2,0,0,1
16,16190380,M,36.0,1.0,3353,2017,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2003.0,5.68,554.0,559.0,773.0,530.0,714.0,,651.5,,0.0,5.0,8.0,5.34,5.05,56,52,56,92.86,3,0,0,0
17,16190380,M,36.0,1.0,3353,2017,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2003.0,5.68,554.0,559.0,773.0,530.0,714.0,,651.5,,0.0,5.0,8.0,5.34,5.05,56,52,56,92.86,3,0,0,0
18,16190380,M,36.0,1.0,3353,2017,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2003.0,5.68,554.0,559.0,773.0,530.0,714.0,,651.5,,0.0,5.0,8.0,5.34,5.05,56,52,56,92.86,3,0,0,0
19,16190380,M,36.0,1.0,3353,2017,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2003.0,5.68,554.0,559.0,773.0,530.0,714.0,,651.5,,0.0,5.0,8.0,5.34,5.05,56,52,56,92.86,3,0,0,0
20,16190380,M,36.0,1.0,3353,2017,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2003.0,5.68,554.0,559.0,773.0,530.0,714.0,,651.5,,0.0,5.0,8.0,5.34,5.05,56,52,56,92.86,3,0,0,0
21,16868923,M,34.0,1.0,4111,2020,,,,,,,,,,,,,,,,,,,,,,,,5.64,5.64,10,10,56,17.86,0,0,0,1
22,16868923,M,34.0,1.0,4111,2020,,,,,,,,,,,,,,,,,,,,,,,,5.64,5.64,10,10,56,17.86,0,0,0,1
23,17013140,F,21.0,1.0,3353,2019,T1,REGION DE ATACAMA,HUASCO,VALLENAR,BEA,,,,,4.0,2018.0,6.5,736.0,830.0,415.0,426.0,455.0,,420.5,891.0,2.0,1.0,6.0,2.81,2.81,7,2,56,3.57,1,0,0,1
24,17013140,F,21.0,1.0,3353,2019,T1,REGION DE ATACAMA,HUASCO,VALLENAR,BEA,,,,,4.0,2018.0,6.5,736.0,830.0,415.0,426.0,455.0,,420.5,891.0,2.0,1.0,6.0,2.81,2.81,7,2,56,3.57,1,0,0,1
25,17013140,F,21.0,1.0,3353,2019,T1,REGION DE ATACAMA,HUASCO,VALLENAR,BEA,,,,,4.0,2018.0,6.5,736.0,830.0,415.0,426.0,455.0,,420.5,891.0,2.0,1.0,6.0,2.81,2.81,7,2,56,3.57,1,0,0,1
26,17149627,M,33.0,1.0,4111,2017,T2,REGION DE ANTOFAGASTA,EL LOA,,,REGION DE ANTOFAGASTA,EL LOA,CALAMA,CALAMA,3.0,2006.0,6.1,641.0,688.0,473.0,523.0,,546.0,498.0,583.0,0.0,5.0,4.0,4.96,4.96,12,10,56,17.86,1,0,0,1
27,17149627,M,33.0,1.0,4111,2017,T2,REGION DE ANTOFAGASTA,EL LOA,,,REGION DE ANTOFAGASTA,EL LOA,CALAMA,CALAMA,3.0,2006.0,6.1,641.0,688.0,473.0,523.0,,546.0,498.0,583.0,0.0,5.0,4.0,4.96,4.96,12,10,56,17.86,1,0,0,1
28,17149627,M,33.0,1.0,4111,2017,T2,REGION DE ANTOFAGASTA,EL LOA,,,REGION DE ANTOFAGASTA,EL LOA,CALAMA,CALAMA,3.0,2006.0,6.1,641.0,688.0,473.0,523.0,,546.0,498.0,583.0,0.0,5.0,4.0,4.96,4.96,12,10,56,17.86,1,0,0,1
29,17149627,M,33.0,1.0,4111,2017,T2,REGION DE ANTOFAGASTA,EL LOA,,,REGION DE ANTOFAGASTA,EL LOA,CALAMA,CALAMA,3.0,2006.0,6.1,641.0,688.0,473.0,523.0,,546.0,498.0,583.0,0.0,5.0,4.0,4.96,4.96,12,10,56,17.86,1,0,0,1
30,17149627,M,33.0,1.0,4111,2017,T2,REGION DE ANTOFAGASTA,EL LOA,,,REGION DE ANTOFAGASTA,EL LOA,CALAMA,CALAMA,3.0,2006.0,6.1,641.0,688.0,473.0,523.0,,546.0,498.0,583.0,0.0,5.0,4.0,4.96,4.96,12,10,56,17.86,1,0,0,1
31,17489790,M,32.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.01,38,26,56,46.43,5,1,0,0
32,17489790,M,32.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.01,38,26,56,46.43,5,1,0,0
33,17489790,M,32.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.01,38,26,56,46.43,5,1,0,0
34,17489790,M,32.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.01,38,26,56,46.43,5,1,0,0
35,17489790,M,32.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.06,4.01,38,26,56,46.43,5,1,0,0
36,17680411,M,31.0,1.0,4111,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,1.0,2008.0,6.2,661.0,683.0,744.0,652.0,,642.0,698.0,678.0,20.0,5.0,6.0,5.75,6.01,43,43,56,76.79,0,0,0,0
37,17680411,M,31.0,1.0,4111,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,1.0,2008.0,6.2,661.0,683.0,744.0,652.0,,642.0,698.0,678.0,20.0,5.0,6.0,5.75,6.01,43,43,56,76.79,0,0,0,0
38,17680411,M,31.0,1.0,4111,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,1.0,2008.0,6.2,661.0,683.0,744.0,652.0,,642.0,698.0,678.0,20.0,5.0,6.0,5.75,6.01,43,43,56,76.79,0,0,0,0
39,17680411,M,31.0,1.0,4111,2018,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,1.0,2008.0,6.2,661.0,683.0,744.0,652.0,,642.0,698.0,678.0,20.0,5.0,6.0,5.75,6.01,43,43,56,76.79,0,0,0,0
40,17711889,F,31.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.13,46,40,56,71.43,2,0,1,0
41,17711889,F,31.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.13,46,40,56,71.43,2,0,1,0
42,17711889,F,31.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.13,46,40,56,71.43,2,0,1,0
43,17711889,F,31.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.13,46,40,56,71.43,2,0,1,0
44,17711889,F,31.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.65,4.13,46,40,56,71.43,2,0,1,0
45,17991932,M,31.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.12,4.39,54,36,56,64.29,10,1,0,0
46,17991932,M,31.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.12,4.39,54,36,56,64.29,10,1,0,0
47,17991932,M,31.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.12,4.39,54,36,56,64.29,10,1,0,0
48,17991932,M,31.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.12,4.39,54,36,56,64.29,10,1,0,0
49,17991932,M,31.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.12,4.39,54,36,56,64.29,10,1,0,0
50,18061883,F,30.0,1.0,4111,2017,H1,REGION DE TARAPACA,IQUIQUE,,,REGION DE TARAPACA,IQUIQUE,IQUIQUE,IQUIQUE,2.0,2010.0,5.65,548.0,548.0,,,,,,552.0,207.0,5.0,5.0,,5.2,0,0,56,,8,0,0,1
51,18061883,F,30.0,1.0,4111,2017,H1,REGION DE TARAPACA,IQUIQUE,,,REGION DE TARAPACA,IQUIQUE,IQUIQUE,IQUIQUE,2.0,2010.0,5.65,548.0,548.0,,,,,,552.0,207.0,5.0,5.0,,5.2,0,0,56,,8,0,0,1
52,18061883,F,30.0,1.0,4111,2017,H1,REGION DE TARAPACA,IQUIQUE,,,REGION DE TARAPACA,IQUIQUE,IQUIQUE,IQUIQUE,2.0,2010.0,5.65,548.0,548.0,,,,,,552.0,207.0,5.0,5.0,,5.2,0,0,56,,8,0,0,1
53,18061883,F,30.0,1.0,4111,2017,H1,REGION DE TARAPACA,IQUIQUE,,,REGION DE TARAPACA,IQUIQUE,IQUIQUE,IQUIQUE,2.0,2010.0,5.65,548.0,548.0,,,,,,552.0,207.0,5.0,5.0,,5.2,0,0,56,,8,0,0,1
54,18061883,F,30.0,1.0,4111,2017,H1,REGION DE TARAPACA,IQUIQUE,,,REGION DE TARAPACA,IQUIQUE,IQUIQUE,IQUIQUE,2.0,2010.0,5.65,548.0,548.0,,,,,,552.0,207.0,5.0,5.0,,5.2,0,0,56,,8,0,0,1
55,18069446,F,30.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.42,50,49,56,87.5,1,0,0,0
56,18069446,F,30.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.42,50,49,56,87.5,1,0,0,0
57,18069446,F,30.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.42,50,49,56,87.5,1,0,0,0
58,18069446,F,30.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.42,50,49,56,87.5,1,0,0,0
59,18069446,F,30.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,5.56,5.42,50,49,56,87.5,1,0,0,0
60,18069946,M,30.0,1.0,3353,2020,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,2.0,2010.0,4.0,396.0,396.0,446.0,472.0,472.0,451.0,459.0,427.0,64.0,5.0,7.0,4.22,4.04,23,15,56,26.79,4,0,0,0
61,18069946,M,30.0,1.0,3353,2020,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,,2.0,2010.0,4.0,396.0,396.0,446.0,472.0,472.0,451.0,459.0,427.0,64.0,5.0,7.0,4.22,4.04,23,15,56,26.79,4,0,0,0
62,18289782,F,,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.93,33,13,56,23.21,6,3,0,0
63,18289782,F,,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.93,33,13,56,23.21,6,3,0,0
64,18289782,F,,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.93,33,13,56,23.21,6,3,0,0
65,18289782,F,,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.93,33,13,56,23.21,6,3,0,0
66,18289782,F,,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.4,2.93,33,13,56,23.21,6,3,0,0
67,18290548,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2010.0,5.93,607.0,685.0,436.0,568.0,460.0,529.0,502.0,566.0,7.0,5.0,2.0,4.96,3.84,25,16,56,28.57,1,2,0,1
68,18290548,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2010.0,5.93,607.0,685.0,436.0,568.0,460.0,529.0,502.0,566.0,7.0,5.0,2.0,4.96,3.84,25,16,56,28.57,1,2,0,1
69,18290548,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2010.0,5.93,607.0,685.0,436.0,568.0,460.0,529.0,502.0,566.0,7.0,5.0,2.0,4.96,3.84,25,16,56,28.57,1,2,0,1
70,18290548,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2010.0,5.93,607.0,685.0,436.0,568.0,460.0,529.0,502.0,566.0,7.0,5.0,2.0,4.96,3.84,25,16,56,28.57,1,2,0,1
71,18290548,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,3.0,2010.0,5.93,607.0,685.0,436.0,568.0,460.0,529.0,502.0,566.0,7.0,5.0,2.0,4.96,3.84,25,16,56,28.57,1,2,0,1
72,18290649,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,5.3,478.0,478.0,427.0,543.0,512.0,,485.0,478.0,65.0,5.0,3.0,5.03,5.29,56,56,56,100.0,0,0,0,0
73,18290649,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,5.3,478.0,478.0,427.0,543.0,512.0,,485.0,478.0,65.0,5.0,3.0,5.03,5.29,56,56,56,100.0,0,0,0,0
74,18290649,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,5.3,478.0,478.0,427.0,543.0,512.0,,485.0,478.0,65.0,5.0,3.0,5.03,5.29,56,56,56,100.0,0,0,0,0
75,18290649,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,5.3,478.0,478.0,427.0,543.0,512.0,,485.0,478.0,65.0,5.0,3.0,5.03,5.29,56,56,56,100.0,0,0,0,0
76,18290649,M,29.0,1.0,3353,2017,T2,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,5.3,478.0,478.0,427.0,543.0,512.0,,485.0,478.0,65.0,5.0,3.0,5.03,5.29,56,56,56,100.0,0,0,0,0
77,18290960,F,29.0,1.0,4111,2017,H1,REGION DE ARICA Y PARINACOTA,ARICA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,6.2,661.0,680.0,639.0,602.0,,574.0,620.5,639.0,34.0,5.0,9.0,1.0,1.0,2,0,56,,0,0,0,1
78,18290960,F,29.0,1.0,4111,2017,H1,REGION DE ARICA Y PARINACOTA,ARICA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,6.2,661.0,680.0,639.0,602.0,,574.0,620.5,639.0,34.0,5.0,9.0,1.0,1.0,2,0,56,,0,0,0,1
79,18290960,F,29.0,1.0,4111,2017,H1,REGION DE ARICA Y PARINACOTA,ARICA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,6.2,661.0,680.0,639.0,602.0,,574.0,620.5,639.0,34.0,5.0,9.0,1.0,1.0,2,0,56,,0,0,0,1
80,18290960,F,29.0,1.0,4111,2017,H1,REGION DE ARICA Y PARINACOTA,ARICA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,6.2,661.0,680.0,639.0,602.0,,574.0,620.5,639.0,34.0,5.0,9.0,1.0,1.0,2,0,56,,0,0,0,1
81,18290960,F,29.0,1.0,4111,2017,H1,REGION DE ARICA Y PARINACOTA,ARICA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,6.2,661.0,680.0,639.0,602.0,,574.0,620.5,639.0,34.0,5.0,9.0,1.0,1.0,2,0,56,,0,0,0,1
82,18426738,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.85,45,43,56,76.79,1,0,0,0
83,18426738,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.85,45,43,56,76.79,1,0,0,0
84,18426738,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.85,45,43,56,76.79,1,0,0,0
85,18426738,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.85,45,43,56,76.79,1,0,0,0
86,18426738,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.4,3.85,45,43,56,76.79,1,0,0,0
87,18557061,M,29.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.12,4.73,49,45,56,80.36,2,1,0,0
88,18557061,M,29.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.12,4.73,49,45,56,80.36,2,1,0,0
89,18557061,M,29.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.12,4.73,49,45,56,80.36,2,1,0,0
90,18557061,M,29.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.12,4.73,49,45,56,80.36,2,1,0,0
91,18557061,M,29.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.12,4.73,49,45,56,80.36,2,1,0,0
92,18558150,M,28.0,1.0,4111,2017,H3,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,0.0,2012.0,5.67,555.0,594.0,628.0,586.0,,655.0,607.0,,0.0,6.0,12.0,3.0,3.0,2,0,56,,0,0,0,1
93,18558150,M,28.0,1.0,4111,2017,H3,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,0.0,2012.0,5.67,555.0,594.0,628.0,586.0,,655.0,607.0,,0.0,6.0,12.0,3.0,3.0,2,0,56,,0,0,0,1
94,18558150,M,28.0,1.0,4111,2017,H3,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,0.0,2012.0,5.67,555.0,594.0,628.0,586.0,,655.0,607.0,,0.0,6.0,12.0,3.0,3.0,2,0,56,,0,0,0,1
95,18558150,M,28.0,1.0,4111,2017,H3,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,0.0,2012.0,5.67,555.0,594.0,628.0,586.0,,655.0,607.0,,0.0,6.0,12.0,3.0,3.0,2,0,56,,0,0,0,1
96,18558150,M,28.0,1.0,4111,2017,H3,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,0.0,2012.0,5.67,555.0,594.0,628.0,586.0,,655.0,607.0,,0.0,6.0,12.0,3.0,3.0,2,0,56,,0,0,0,1
97,18558544,M,28.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.14,53,48,56,85.71,4,0,0,0
98,18558544,M,28.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.14,53,48,56,85.71,4,0,0,0
99,18558544,M,28.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.14,53,48,56,85.71,4,0,0,0
100,18558544,M,28.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.14,53,48,56,85.71,4,0,0,0
101,18558544,M,28.0,,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.68,5.14,53,48,56,85.71,4,0,0,0
102,18558685,F,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.27,57,44,56,78.57,5,1,1,0
103,18558685,F,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.27,57,44,56,78.57,5,1,1,0
104,18558685,F,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.27,57,44,56,78.57,5,1,1,0
105,18558685,F,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.27,57,44,56,78.57,5,1,1,0
106,18558685,F,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.27,57,44,56,78.57,5,1,1,0
107,18558959,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.37,4.51,51,45,56,80.36,3,1,0,0
108,18558959,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.37,4.51,51,45,56,80.36,3,1,0,0
109,18558959,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.37,4.51,51,45,56,80.36,3,1,0,0
110,18558959,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.37,4.51,51,45,56,80.36,3,1,0,0
111,18558959,M,28.0,1.0,3353,2017,,,,,,,,,,,,,,,,,,,,,,,,4.37,4.51,51,45,56,80.36,3,1,0,0
112,18561364,M,29.0,1.0,3353,2017,H1,REGION DE ANTOFAGASTA,ANTOFAGASTA,,,REGION DE ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,ANTOFAGASTA,2.0,2010.0,5.63,544.0,544.0,,,,,,544.0,13.0,5.0,3.0,3.7,2.15,21,7,56,12.5,3,0,0,1
